"Equation","Excluded","F","df1","df2","p.F","sig.F","Chisq","df","p.Chisq","sig.Chisq","Causality"
"pasNs","SPD|clim",0.509970068383081,2,61,0.603050962830512,"   ",1.01994013676616,2,0.600513552884888,"   ","pasNs <= SPD|clim"
"wetmNs","SPD",1.38918620690082,3,53,0.256207480777984,"   ",4.16755862070247,3,0.243930019092317,"   ","wetmNs <= SPD"
"wetmNs","clim",1.31558794801335,3,53,0.279022414343782,"   ",3.94676384404004,3,0.267270350706855,"   ","wetmNs <= clim"
"wetmNs","SPD|clim",1.06088299986786,6,53,0.397592068509296,"   ",6.36529799920718,6,0.383536708687437,"   ","wetmNs <= SPD|clim"
"wetwNs","SPD",0.225193736686512,1,61,0.636805224066396,"   ",0.225193736686512,1,0.635110730631849,"   ","wetwNs <= SPD"
"wetwNs","clim",2.22382449791769,1,61,0.14104957226361,"   ",2.22382449791769,1,0.135896052503898,"   ","wetwNs <= clim"
"wetwNs","SPD|clim",1.52137905539548,2,61,0.226581337281421,"   ",3.04275811079096,2,0.218410479021343,"   ","wetwNs <= SPD|clim"
"decNs","SPD",0.90324751846209,2,57,0.410972218249417,"   ",1.80649503692418,2,0.405251458863828,"   ","decNs <= SPD"
"decNs","clim",0.470964170401062,2,57,0.626807902640954,"   ",0.941928340802123,2,0.624399950010412,"   ","decNs <= clim"
"decNs","SPD|clim",0.619601889917367,4,57,0.650360036014919,"   ",2.47840755966947,4,0.648506382981944,"   ","decNs <= SPD|clim"
"conNs","SPD",0.0583853948723195,2,57,0.943342677143989,"   ",0.116770789744639,2,0.943286339656579,"   ","conNs <= SPD"
"conNs","clim",1.08959677431607,2,57,0.343254051648614,"   ",2.17919354863214,2,0.336352092168911,"   ","conNs <= clim"
"conNs","SPD|clim",0.57439324524865,4,57,0.682313116637935,"   ",2.2975729809946,4,0.681210967043653,"   ","conNs <= SPD|clim"
